episode,outcome,reward,loss,epsilon,buffer,moves
1492,L,0.55,0.105,0.01,50000,17
1493,L,0.12,0.088,0.01,50000,17
1494,L,0.07,0.096,0.01,50000,19
1495,L,-0.98,0.087,0.01,50000,9
1496,L,-1.0,0.082,0.01,50000,11
1497,L,-0.59,0.103,0.01,50000,12
1498,L,-0.99,0.103,0.01,50000,12
1499,L,0.23,0.101,0.01,50000,17
1500,L,2.96,0.088,0.01,50000,36
1501,L,-0.99,0.134,0.01,50000,11
1502,L,0.43,0.126,0.01,50000,12
1503,L,0.91,0.12,0.01,50000,16
1504,L,2.39,0.126,0.01,50000,32
1505,L,-1.0,0.145,0.01,50000,10
1506,L,-0.36,0.108,0.01,50000,12
1507,L,-0.6,0.137,0.01,50000,10
1508,L,-0.59,0.16,0.01,50000,9
1509,L,0.97,0.15,0.01,50000,26
1510,L,-0.98,0.125,0.01,50000,14
1511,L,1.9,0.107,0.01,50000,27
1512,L,0.15,0.139,0.01,50000,20
1513,W,2.11,0.117,0.01,50000,9
1514,L,-0.98,0.137,0.01,50000,10
1515,L,0.52,0.134,0.01,50000,14
1516,L,1.54,0.129,0.01,50000,23
1517,L,1.32,0.111,0.01,50000,19
1518,L,-0.97,0.116,0.01,50000,15
1519,L,2.94,0.134,0.01,50000,26
1520,W,2.51,0.127,0.01,50000,13
1521,L,-1.0,0.114,0.01,50000,9
1522,L,1.84,0.124,0.01,50000,22
1523,L,-0.99,0.11,0.01,50000,9
1524,L,0.91,0.107,0.01,50000,18
1525,L,0.52,0.127,0.01,50000,15
1526,W,2.74,0.129,0.01,50000,11
1527,L,0.11,0.14,0.01,50000,10
1528,L,0.04,0.117,0.01,50000,13
1529,L,0.14,0.103,0.01,50000,14
1530,W,3.0,0.081,0.01,50000,9
1531,L,0.11,0.154,0.01,50000,11
1532,L,0.11,0.117,0.01,50000,14
1533,L,-0.59,0.112,0.01,50000,10
1534,L,-1.0,0.092,0.01,50000,9
1535,L,-0.99,0.095,0.01,50000,9
1536,L,0.74,0.112,0.01,50000,16
1537,L,-0.97,0.108,0.01,50000,12
1538,L,0.76,0.1,0.01,50000,19
1539,L,-1.0,0.122,0.01,50000,9
1540,L,0.73,0.154,0.01,50000,17
1541,L,1.54,0.135,0.01,50000,18
1542,L,-0.59,0.122,0.01,50000,15
1543,L,-0.59,0.114,0.01,50000,9
1544,L,0.52,0.13,0.01,50000,16
1545,L,2.48,0.112,0.01,50000,22
1546,L,3.14,0.117,0.01,50000,18
1547,L,0.11,0.126,0.01,50000,11
1548,L,-0.37,0.107,0.01,50000,19
1549,L,-0.94,0.155,0.01,50000,19
1550,L,0.12,0.128,0.01,50000,18
1551,L,-0.6,0.116,0.01,50000,10
1552,L,0.73,0.135,0.01,50000,20
1553,L,0.73,0.113,0.01,50000,19
1554,L,0.11,0.13,0.01,50000,15
1555,L,-1.0,0.125,0.01,50000,11
1556,L,1.33,0.176,0.01,50000,24
1557,L,-0.58,0.129,0.01,50000,10
1558,L,-0.58,0.129,0.01,50000,11
1559,L,0.12,0.141,0.01,50000,12
1560,L,3.37,0.122,0.01,50000,26
1561,L,-0.38,0.118,0.01,50000,9
1562,L,0.52,0.127,0.01,50000,18
1563,L,-0.99,0.085,0.01,50000,14
1564,L,0.92,0.11,0.01,50000,22
1565,L,-0.58,0.107,0.01,50000,15
1566,L,1.14,0.196,0.01,50000,17
1567,L,0.04,0.152,0.01,50000,24
1568,L,0.03,0.132,0.01,50000,14
1569,L,-0.98,0.141,0.01,50000,12
1570,L,-0.59,0.129,0.01,50000,12
1571,L,-0.57,0.104,0.01,50000,16
1572,L,-0.99,0.109,0.01,50000,13
1573,L,-0.99,0.121,0.01,50000,16
1574,L,4.35,0.092,0.01,50000,26
1575,W,2.11,0.15,0.01,50000,9
1576,L,-0.98,0.125,0.01,50000,11
1577,L,0.13,0.101,0.01,50000,16
1578,L,0.92,0.145,0.01,50000,18
1579,L,-1.0,0.094,0.01,50000,11
1580,L,-0.37,0.126,0.01,50000,13
1581,L,-0.18,0.133,0.01,50000,15
1582,L,-1.0,0.1,0.01,50000,10
1583,L,-0.59,0.096,0.01,50000,15
1584,L,-0.99,0.105,0.01,50000,9
1585,L,1.22,0.112,0.01,50000,18
1586,L,1.49,0.124,0.01,50000,21
1587,L,-1.0,0.146,0.01,50000,9
1588,L,0.11,0.128,0.01,50000,11
1589,L,-1.0,0.117,0.01,50000,12
1590,L,0.73,0.133,0.01,50000,16
1591,L,0.83,0.105,0.01,50000,17
1592,L,0.23,0.102,0.01,50000,18
1593,L,-0.99,0.087,0.01,50000,10
1594,W,2.11,0.114,0.01,50000,10
1595,W,2.11,0.138,0.01,50000,10
1596,L,1.22,0.107,0.01,50000,18
1597,L,-0.59,0.142,0.01,50000,10
1598,L,-0.99,0.128,0.01,50000,10
1599,L,-0.18,0.116,0.01,50000,15
1600,L,-0.99,0.11,0.01,50000,9
1601,L,2.04,0.143,0.01,50000,19
1602,L,2.26,0.096,0.01,50000,23
1603,L,-1.0,0.133,0.01,50000,12
1604,L,-1.0,0.096,0.01,50000,10
1605,L,-0.98,0.11,0.01,50000,12
1606,L,0.32,0.109,0.01,50000,19
1607,L,-0.99,0.129,0.01,50000,12
1608,L,1.45,0.112,0.01,50000,20
1609,L,0.12,0.109,0.01,50000,16
1610,L,-0.99,0.114,0.01,50000,13
1611,L,-0.6,0.107,0.01,50000,11
1612,L,0.11,0.127,0.01,50000,14
1613,L,-0.57,0.127,0.01,50000,13
1614,L,0.52,0.11,0.01,50000,19
1615,L,0.52,0.114,0.01,50000,18
1616,L,-0.99,0.118,0.01,50000,12
1617,L,2.96,0.127,0.01,50000,27
1618,L,0.75,0.112,0.01,50000,19
1619,L,0.74,0.117,0.01,50000,17
1620,L,-1.0,0.111,0.01,50000,11
1621,L,0.52,0.123,0.01,50000,16
1622,L,0.14,0.093,0.01,50000,18
1623,L,-0.56,0.141,0.01,50000,19
1624,L,0.63,0.113,0.01,50000,17
1625,L,0.34,0.112,0.01,50000,16
1626,L,-1.0,0.131,0.01,50000,9
1627,L,0.23,0.124,0.01,50000,19
1628,L,1.02,0.113,0.01,50000,18
1629,L,0.74,0.089,0.01,50000,18
1630,L,-0.99,0.115,0.01,50000,11
1631,L,-0.6,0.105,0.01,50000,9
1632,L,0.52,0.104,0.01,50000,14
1633,L,0.03,0.113,0.01,50000,17
1634,L,2.12,0.108,0.01,50000,19
1635,L,1.38,0.111,0.01,50000,15
1636,L,-0.99,0.102,0.01,50000,9
1637,L,-1.0,0.127,0.01,50000,14
1638,L,0.93,0.099,0.01,50000,20
1639,L,0.12,0.118,0.01,50000,14
1640,L,0.15,0.116,0.01,50000,17
1641,L,0.13,0.1,0.01,50000,22
1642,L,0.11,0.12,0.01,50000,12
1643,L,0.12,0.095,0.01,50000,16
1644,L,0.9,0.104,0.01,50000,20
1645,L,0.86,0.109,0.01,50000,26
1646,L,0.52,0.114,0.01,50000,21
1647,L,2.87,0.105,0.01,50000,26
1648,L,0.12,0.087,0.01,50000,15
1649,L,0.92,0.099,0.01,50000,17
1650,L,1.61,0.11,0.01,50000,19
1651,L,0.11,0.093,0.01,50000,13
1652,L,1.62,0.109,0.01,50000,19
1653,L,-0.59,0.11,0.01,50000,16
1654,L,2.88,0.11,0.01,50000,20
1655,L,0.73,0.125,0.01,50000,14
1656,L,0.12,0.114,0.01,50000,14
1657,L,-0.99,0.112,0.01,50000,9
1658,L,-0.97,0.106,0.01,50000,10
1659,W,1.02,0.124,0.01,50000,13
1660,L,0.12,0.124,0.01,50000,15
1661,L,-0.99,0.095,0.01,50000,12
1662,L,-0.58,0.112,0.01,50000,18
1663,L,0.51,0.112,0.01,50000,14
1664,L,1.74,0.093,0.01,50000,24
1665,L,1.22,0.098,0.01,50000,16
1666,L,-1.0,0.106,0.01,50000,11
1667,W,3.41,0.119,0.01,50000,16
1668,L,-1.0,0.106,0.01,50000,10
1669,L,2.02,0.109,0.01,50000,26
1670,L,0.05,0.126,0.01,50000,15
1671,W,2.73,0.114,0.01,50000,13
1672,L,1.15,0.107,0.01,50000,19
1673,L,-1.0,0.089,0.01,50000,12
1674,L,-0.96,0.113,0.01,50000,13
1675,L,-0.98,0.108,0.01,50000,14
1676,L,-1.0,0.104,0.01,50000,9
1677,L,-0.58,0.12,0.01,50000,12
1678,L,0.1,0.086,0.01,50000,13
1679,L,-0.29,0.091,0.01,50000,16
1680,L,-0.38,0.113,0.01,50000,15
1681,L,-0.59,0.115,0.01,50000,9
1682,W,1.64,0.093,0.01,50000,15
1683,L,-1.0,0.098,0.01,50000,11
1684,W,2.11,0.104,0.01,50000,11
1685,W,2.11,0.091,0.01,50000,11
1686,L,-0.58,0.11,0.01,50000,10
1687,L,-1.0,0.103,0.01,50000,13
1688,W,2.31,0.094,0.01,50000,15
1689,L,-1.0,0.104,0.01,50000,12
1690,L,2.92,0.101,0.01,50000,21
1691,L,-0.98,0.136,0.01,50000,12
1692,L,3.14,0.109,0.01,50000,21
1693,L,-0.37,0.128,0.01,50000,15
1694,L,0.5,0.126,0.01,50000,16
1695,L,-1.0,0.113,0.01,50000,9
1696,L,-0.95,0.129,0.01,50000,22
1697,L,2.85,0.094,0.01,50000,26
1698,L,-0.99,0.091,0.01,50000,9
1699,L,1.14,0.096,0.01,50000,16
1700,L,1.02,0.126,0.01,50000,18
1701,L,0.52,0.121,0.01,50000,16
1702,L,0.52,0.106,0.01,50000,22
1703,L,0.11,0.089,0.01,50000,11
1704,L,-0.59,0.115,0.01,50000,10
1705,L,-1.0,0.121,0.01,50000,9
1706,L,-1.0,0.092,0.01,50000,12
1707,L,-0.99,0.101,0.01,50000,17
1708,L,1.59,0.115,0.01,50000,24
1709,L,-1.0,0.139,0.01,50000,9
1710,W,2.11,0.081,0.01,50000,12
1711,L,0.84,0.091,0.01,50000,18
1712,L,-1.0,0.103,0.01,50000,9
1713,L,-0.98,0.116,0.01,50000,10
1714,L,-0.59,0.09,0.01,50000,9
1715,L,0.12,0.092,0.01,50000,15
1716,L,0.98,0.087,0.01,50000,22
1717,L,1.33,0.112,0.01,50000,21
1718,L,4.86,0.079,0.01,50000,22
1719,W,3.01,0.132,0.01,50000,12
1720,L,-0.99,0.101,0.01,50000,12
1721,L,0.92,0.114,0.01,50000,21
1722,L,3.01,0.101,0.01,50000,26
1723,W,2.11,0.124,0.01,50000,10
1724,L,1.96,0.106,0.01,50000,30
1725,W,2.12,0.109,0.01,50000,11
1726,L,0.11,0.094,0.01,50000,10
1727,L,-0.98,0.092,0.01,50000,14
1728,W,2.42,0.111,0.01,50000,19
1729,L,-1.0,0.107,0.01,50000,9
1730,L,1.65,0.132,0.01,50000,34
1731,L,1.33,0.11,0.01,50000,17
1732,L,-0.99,0.112,0.01,50000,14
1733,L,-1.0,0.078,0.01,50000,11
1734,L,-0.09,0.11,0.01,50000,13
1735,L,-1.0,0.089,0.01,50000,10
1736,L,2.47,0.103,0.01,50000,25
1737,L,0.12,0.094,0.01,50000,15
1738,L,-1.0,0.101,0.01,50000,10
1739,W,2.1,0.115,0.01,50000,12
1740,L,1.22,0.103,0.01,50000,17
1741,L,-1.0,0.101,0.01,50000,12
1742,L,1.83,0.093,0.01,50000,19
1743,L,2.04,0.097,0.01,50000,23
1744,W,2.72,0.102,0.01,50000,13
1745,L,0.91,0.095,0.01,50000,19
1746,L,-0.1,0.088,0.01,50000,10
1747,L,-1.0,0.106,0.01,50000,11
1748,L,-1.0,0.096,0.01,50000,13
1749,L,0.05,0.117,0.01,50000,13
1750,L,1.24,0.107,0.01,50000,20
1751,W,2.73,0.107,0.01,50000,15
1752,L,-0.57,0.105,0.01,50000,14
1753,L,-1.0,0.085,0.01,50000,11
1754,L,-0.99,0.091,0.01,50000,10
1755,L,-0.99,0.13,0.01,50000,10
1756,L,0.11,0.109,0.01,50000,14
1757,L,0.11,0.093,0.01,50000,12
1758,L,-0.6,0.105,0.01,50000,9
1759,W,3.02,0.082,0.01,50000,19
1760,L,1.24,0.082,0.01,50000,22
1761,L,-1.0,0.12,0.01,50000,9
1762,L,-1.0,0.083,0.01,50000,12
1763,L,-0.99,0.082,0.01,50000,11
1764,L,-0.98,0.1,0.01,50000,14
1765,L,-0.98,0.093,0.01,50000,18
1766,L,-1.0,0.077,0.01,50000,14
1767,L,0.12,0.084,0.01,50000,13
1768,L,2.31,0.094,0.01,50000,21
1769,L,-0.99,0.085,0.01,50000,11
1770,W,2.12,0.089,0.01,50000,15
1771,L,-0.99,0.113,0.01,50000,11
1772,L,-0.6,0.094,0.01,50000,14
1773,W,1.42,0.089,0.01,50000,19
1774,L,-0.38,0.087,0.01,50000,14
1775,W,2.1,0.094,0.01,50000,10
1776,L,1.43,0.114,0.01,50000,32
1777,L,-0.99,0.07,0.01,50000,11
1778,L,-1.0,0.059,0.01,50000,13
1779,L,-0.38,0.091,0.01,50000,13
1780,L,-1.0,0.068,0.01,50000,10
1781,L,-0.99,0.092,0.01,50000,15
1782,L,1.55,0.076,0.01,50000,20
1783,L,-0.57,0.079,0.01,50000,17
1784,L,-1.0,0.06,0.01,50000,15
1785,L,-1.0,0.084,0.01,50000,12
1786,L,-0.99,0.075,0.01,50000,14
1787,W,3.41,0.075,0.01,50000,17
1788,L,-0.18,0.077,0.01,50000,16
1789,L,1.01,0.106,0.01,50000,15
1790,L,-0.58,0.073,0.01,50000,13
1791,W,2.12,0.092,0.01,50000,15
1792,W,2.51,0.067,0.01,50000,19
1793,L,1.01,0.097,0.01,50000,17
1794,L,-1.0,0.078,0.01,50000,10
1795,L,-0.38,0.078,0.01,50000,13
1796,W,2.82,0.1,0.01,50000,17
1797,W,4.24,0.078,0.01,50000,18
1798,L,-0.58,0.104,0.01,50000,15
1799,L,1.21,0.08,0.01,50000,17
1800,L,-0.99,0.081,0.01,50000,12
1801,L,0.54,0.074,0.01,50000,17
1802,L,-1.0,0.087,0.01,50000,11
1803,L,0.33,0.093,0.01,50000,20
1804,L,-0.99,0.123,0.01,50000,18
1805,L,-1.0,0.09,0.01,50000,9
1806,L,-0.59,0.089,0.01,50000,20
1807,L,-1.0,0.071,0.01,50000,12
1808,L,-1.0,0.083,0.01,50000,9
1809,L,-1.0,0.074,0.01,50000,15
1810,L,-1.0,0.079,0.01,50000,10
1811,L,-0.1,0.087,0.01,50000,10
1812,W,3.01,0.069,0.01,50000,15
1813,L,-0.99,0.086,0.01,50000,10
1814,L,-0.34,0.084,0.01,50000,16
1815,L,-0.99,0.096,0.01,50000,15
1816,L,-0.34,0.1,0.01,50000,18
1817,L,-1.0,0.081,0.01,50000,9
1818,L,-1.0,0.075,0.01,50000,10
1819,L,-0.38,0.073,0.01,50000,15
1820,L,-0.97,0.071,0.01,50000,11
1821,L,0.51,0.077,0.01,50000,15
1822,W,2.73,0.08,0.01,50000,12
1823,W,5.32,0.076,0.01,50000,25
1824,L,0.24,0.087,0.01,50000,24
1825,W,2.11,0.077,0.01,50000,19
1826,W,1.74,0.062,0.01,50000,16
1827,L,-0.99,0.084,0.01,50000,10
1828,L,-0.59,0.085,0.01,50000,15
1829,L,-0.59,0.077,0.01,50000,10
1830,L,-0.99,0.101,0.01,50000,10
1831,L,-0.59,0.07,0.01,50000,9
1832,L,3.14,0.068,0.01,50000,24
1833,L,0.11,0.062,0.01,50000,12
1834,L,-0.98,0.076,0.01,50000,11
1835,W,7.45,0.079,0.01,50000,29
1836,L,-0.59,0.06,0.01,50000,9
1837,W,2.11,0.058,0.01,50000,11
1838,L,1.08,0.073,0.01,50000,24
1839,L,0.11,0.086,0.01,50000,15
1840,L,-0.27,0.093,0.01,50000,22
1841,L,-0.55,0.079,0.01,50000,16
1842,L,0.52,0.09,0.01,50000,22
1843,L,-1.0,0.104,0.01,50000,10
1844,L,0.31,0.072,0.01,50000,15
1845,L,-0.59,0.064,0.01,50000,11
1846,L,-0.99,0.075,0.01,50000,10
1847,L,0.11,0.071,0.01,50000,10
1848,L,0.13,0.071,0.01,50000,17
1849,W,2.72,0.067,0.01,50000,17
1850,W,2.52,0.081,0.01,50000,14
1851,L,0.51,0.088,0.01,50000,15
1852,W,2.11,0.08,0.01,50000,12
1853,L,-1.0,0.108,0.01,50000,12
1854,L,-0.38,0.091,0.01,50000,17
1855,L,-1.0,0.075,0.01,50000,12
1856,L,2.64,0.062,0.01,50000,15
1857,L,0.92,0.104,0.01,50000,22
1858,W,2.12,0.073,0.01,50000,13
1859,L,-0.59,0.077,0.01,50000,10
1860,L,-1.0,0.068,0.01,50000,11
1861,L,0.11,0.068,0.01,50000,15
1862,W,2.82,0.072,0.01,50000,16
1863,L,-0.99,0.055,0.01,50000,10
1864,L,3.17,0.066,0.01,50000,23
1865,L,-0.99,0.068,0.01,50000,14
1866,L,4.65,0.069,0.01,50000,30
1867,L,-0.59,0.098,0.01,50000,16
1868,W,2.11,0.058,0.01,50000,10
1869,W,2.11,0.055,0.01,50000,12
1870,L,-1.0,0.055,0.01,50000,12
1871,L,-1.0,0.064,0.01,50000,11
1872,L,-0.29,0.091,0.01,50000,12
1873,L,-1.0,0.061,0.01,50000,14
1874,L,-1.0,0.074,0.01,50000,10
1875,L,-1.0,0.08,0.01,50000,14
1876,L,-0.59,0.066,0.01,50000,12
1877,W,2.61,0.095,0.01,50000,10
1878,L,-0.59,0.074,0.01,50000,18
1879,L,0.32,0.082,0.01,50000,19
1880,W,2.11,0.063,0.01,50000,13
1881,W,2.11,0.087,0.01,50000,14
1882,L,-0.59,0.081,0.01,50000,12
1883,L,-0.99,0.059,0.01,50000,10
1884,L,0.12,0.064,0.01,50000,13
1885,L,-0.97,0.077,0.01,50000,9
1886,L,0.22,0.064,0.01,50000,14
1887,L,0.92,0.061,0.01,50000,18
1888,L,1.94,0.065,0.01,50000,19
1889,L,-1.0,0.057,0.01,50000,14
1890,L,-0.99,0.077,0.01,50000,9
1891,L,1.2,0.075,0.01,50000,17
1892,L,-0.97,0.061,0.01,50000,11
1893,L,1.16,0.074,0.01,50000,23
1894,L,0.73,0.068,0.01,50000,21
1895,L,-0.6,0.071,0.01,50000,12
1896,L,0.53,0.077,0.01,50000,17
1897,L,-0.59,0.093,0.01,50000,9
1898,L,-1.0,0.074,0.01,50000,13
1899,L,0.11,0.064,0.01,50000,13
1900,L,0.51,0.063,0.01,50000,16
1901,L,1.23,0.056,0.01,50000,18
1902,L,-1.0,0.065,0.01,50000,12
1903,L,2.29,0.066,0.01,50000,26
1904,L,0.73,0.071,0.01,50000,16
1905,W,3.22,0.064,0.01,50000,16
1906,L,-0.59,0.068,0.01,50000,10
1907,L,-0.59,0.052,0.01,50000,10
1908,L,0.03,0.065,0.01,50000,22
1909,W,4.11,0.082,0.01,50000,17
1910,W,2.11,0.061,0.01,50000,10
1911,L,0.12,0.075,0.01,50000,13
1912,W,3.65,0.079,0.01,50000,15
1913,L,0.52,0.074,0.01,50000,19
1914,L,2.25,0.064,0.01,50000,23
1915,L,3.99,0.058,0.01,50000,27
1916,L,0.12,0.059,0.01,50000,17
1917,L,-0.38,0.078,0.01,50000,12
1918,L,-0.99,0.082,0.01,50000,11
1919,L,-0.96,0.063,0.01,50000,14
1920,L,2.59,0.065,0.01,50000,24
1921,W,3.41,0.074,0.01,50000,18
1922,L,1.84,0.051,0.01,50000,20
1923,L,0.11,0.076,0.01,50000,14
1924,L,0.03,0.058,0.01,50000,13
1925,L,2.25,0.069,0.01,50000,22
1926,W,3.64,0.058,0.01,50000,25
1927,W,2.11,0.093,0.01,50000,10
1928,L,-0.59,0.068,0.01,50000,10
1929,L,-0.38,0.051,0.01,50000,9
1930,L,0.12,0.08,0.01,50000,13
1931,L,0.11,0.066,0.01,50000,10
1932,L,0.12,0.076,0.01,50000,20
1933,L,0.76,0.071,0.01,50000,22
1934,W,2.11,0.059,0.01,50000,12
1935,L,-1.0,0.071,0.01,50000,12
1936,L,-0.59,0.069,0.01,50000,11
1937,L,-1.0,0.093,0.01,50000,12
1938,L,-1.0,0.068,0.01,50000,9
1939,L,0.11,0.074,0.01,50000,15
1940,W,2.11,0.064,0.01,50000,11
1941,L,-0.59,0.07,0.01,50000,11
1942,L,2.67,0.073,0.01,50000,19
1943,L,0.11,0.074,0.01,50000,10
1944,L,-0.59,0.053,0.01,50000,9
1945,L,-0.59,0.074,0.01,50000,9
1946,L,-0.99,0.076,0.01,50000,9
1947,L,1.23,0.067,0.01,50000,25
1948,L,0.14,0.087,0.01,50000,15
1949,L,0.11,0.076,0.01,50000,14
1950,W,1.02,0.071,0.01,50000,13
1951,L,-1.0,0.068,0.01,50000,12
1952,L,2.46,0.082,0.01,50000,31
1953,L,0.88,0.064,0.01,50000,25
1954,L,0.52,0.081,0.01,50000,16
1955,L,-0.59,0.053,0.01,50000,11
1956,L,1.23,0.074,0.01,50000,19
1957,W,3.63,0.064,0.01,50000,20
1958,L,-0.58,0.064,0.01,50000,13
1959,W,2.11,0.064,0.01,50000,10
1960,W,2.11,0.064,0.01,50000,9
1961,L,-0.99,0.069,0.01,50000,9
1962,L,0.11,0.064,0.01,50000,15
1963,L,0.11,0.075,0.01,50000,14
1964,W,4.12,0.068,0.01,50000,20
1965,L,-0.59,0.06,0.01,50000,11
1966,W,2.1,0.08,0.01,50000,9
1967,W,2.11,0.054,0.01,50000,9
1968,L,-0.59,0.072,0.01,50000,9
1969,L,-0.57,0.062,0.01,50000,14
1970,L,0.12,0.051,0.01,50000,12
1971,L,-0.58,0.104,0.01,50000,20
1972,L,-0.58,0.057,0.01,50000,14
1973,L,-1.0,0.076,0.01,50000,10
1974,L,-0.58,0.079,0.01,50000,18
1975,W,2.11,0.083,0.01,50000,11
1976,L,1.02,0.059,0.01,50000,18
1977,W,2.11,0.072,0.01,50000,9
1978,L,-0.98,0.061,0.01,50000,11
1979,W,3.84,0.076,0.01,50000,18
1980,L,0.93,0.083,0.01,50000,18
1981,L,-0.59,0.051,0.01,50000,14
1982,L,1.23,0.055,0.01,50000,18
1983,L,3.15,0.068,0.01,50000,21
1984,L,-0.59,0.063,0.01,50000,12
1985,L,-0.36,0.058,0.01,50000,16
1986,L,3.15,0.065,0.01,50000,22
1987,L,-0.16,0.08,0.01,50000,16
1988,L,0.52,0.062,0.01,50000,14
1989,L,-0.28,0.043,0.01,50000,13
1990,L,4.55,0.087,0.01,50000,27
1991,L,2.22,0.049,0.01,50000,21
1992,L,0.04,0.064,0.01,50000,13
1993,L,-0.58,0.075,0.01,50000,15
1994,L,-0.59,0.08,0.01,50000,9
1995,W,2.11,0.068,0.01,50000,11
1996,W,2.05,0.086,0.01,50000,17
1997,L,0.52,0.078,0.01,50000,15
1998,L,-0.99,0.066,0.01,50000,10
1999,L,-0.26,0.083,0.01,50000,12
2000,L,-0.57,0.061,0.01,50000,15
2001,W,11.45,0.144,0.01,50000,48
2002,W,4.96,0.106,0.01,50000,36
2003,W,4.02,0.115,0.01,50000,20
2004,W,6.52,0.107,0.01,50000,32
2005,W,2.1,0.087,0.01,50000,12
2006,W,5.75,0.123,0.01,50000,27
2007,W,7.46,0.126,0.01,50000,32
2008,W,4.2,0.098,0.01,50000,25
2009,W,8.79,0.112,0.01,50000,51
2010,W,2.11,0.088,0.01,50000,12
2011,W,8.38,0.112,0.01,50000,34
2012,L,-0.36,0.103,0.01,50000,23
2013,L,-0.35,0.095,0.01,50000,21
2014,W,4.35,0.086,0.01,50000,23
2015,W,9.7,0.08,0.01,50000,37
2016,W,3.62,0.104,0.01,50000,37
2017,W,2.96,0.121,0.01,50000,17
2018,W,3.73,0.107,0.01,50000,21
2019,L,0.27,0.111,0.01,50000,23
2020,W,5.08,0.122,0.01,50000,28
2021,W,6.85,0.101,0.01,50000,29
2022,W,6.48,0.105,0.01,50000,34
2023,W,9.72,0.114,0.01,50000,60
2024,W,7.17,0.117,0.01,50000,33
2025,W,5.55,0.098,0.01,50000,33
2026,L,3.93,0.143,0.01,50000,31
2027,W,2.95,0.105,0.01,50000,23
2028,W,2.12,0.104,0.01,50000,13
2029,W,2.12,0.118,0.01,50000,11
2030,W,2.12,0.105,0.01,50000,11
2031,W,5.14,0.119,0.01,50000,29
2032,W,5.9,0.12,0.01,50000,34
2033,W,4.64,0.114,0.01,50000,27
2034,W,5.06,0.11,0.01,50000,24
2035,W,10.59,0.113,0.01,50000,39
2036,W,4.84,0.099,0.01,50000,21
2037,W,4.97,0.101,0.01,50000,24
2038,W,3.22,0.114,0.01,50000,17
2039,W,3.64,0.091,0.01,50000,20
2040,W,6.47,0.087,0.01,50000,32
2041,W,5.13,0.121,0.01,50000,26
2042,L,5.74,0.138,0.01,50000,40
2043,W,8.16,0.106,0.01,50000,39
2044,W,6.77,0.101,0.01,50000,32
2045,W,6.77,0.101,0.01,50000,30
2046,W,3.46,0.093,0.01,50000,23
2047,W,6.59,0.098,0.01,50000,33
2048,W,5.89,0.1,0.01,50000,32
2049,W,3.95,0.082,0.01,50000,23
2050,W,12.03,0.087,0.01,50000,66
2051,W,4.96,0.102,0.01,50000,22
2052,W,6.81,0.088,0.01,50000,32
2053,W,2.96,0.116,0.01,50000,17
2054,W,6.72,0.1,0.01,50000,29
2055,W,3.65,0.098,0.01,50000,26
2056,L,3.61,0.107,0.01,50000,53
2057,W,4.74,0.113,0.01,50000,29
2058,W,7.96,0.134,0.01,50000,53
2059,W,5.47,0.133,0.01,50000,27
2060,W,6.62,0.121,0.01,50000,33
2061,W,9.36,0.138,0.01,50000,51
2062,W,4.41,0.119,0.01,50000,35
2063,W,6.64,0.109,0.01,50000,33
2064,L,-0.99,0.139,0.01,50000,13
2065,W,7.91,0.118,0.01,50000,36
2066,W,8.31,0.114,0.01,50000,43
2067,L,6.57,0.106,0.01,50000,42
2068,W,10.11,0.121,0.01,50000,37
2069,W,5.36,0.1,0.01,50000,26
2070,W,7.61,0.11,0.01,50000,29
2071,W,7.76,0.117,0.01,50000,30
2072,W,7.14,0.118,0.01,50000,30
2073,W,2.12,0.126,0.01,50000,12
2074,W,6.92,0.092,0.01,50000,33
2075,L,1.17,0.091,0.01,50000,21
2076,W,5.12,0.098,0.01,50000,25
2077,W,2.11,0.09,0.01,50000,12
2078,W,7.82,0.104,0.01,50000,33
2079,L,7.23,0.09,0.01,50000,36
2080,W,3.52,0.086,0.01,50000,16
2081,W,7.69,0.126,0.01,50000,59
2082,W,3.5,0.12,0.01,50000,19
2083,W,4.42,0.119,0.01,50000,25
2084,W,5.38,0.127,0.01,50000,29
2085,W,4.84,0.15,0.01,50000,20
2086,W,4.78,0.126,0.01,50000,23
2087,W,6.93,0.109,0.01,50000,36
2088,W,2.54,0.098,0.01,50000,21
2089,W,4.53,0.122,0.01,50000,19
2090,W,4.41,0.097,0.01,50000,30
2091,W,8.45,0.144,0.01,50000,35
2092,W,7.11,0.096,0.01,50000,34
2093,W,5.56,0.115,0.01,50000,23
2094,W,7.04,0.117,0.01,50000,34
2095,W,8.09,0.09,0.01,50000,34
2096,W,8.89,0.126,0.01,50000,45
2097,W,5.65,0.091,0.01,50000,23
2098,W,5.77,0.118,0.01,50000,29
2099,W,3.85,0.09,0.01,50000,20
2100,W,9.37,0.128,0.01,50000,35
2101,W,3.77,0.113,0.01,50000,17
2102,L,1.77,0.089,0.01,50000,23
2103,W,9.0,0.073,0.01,50000,68
2104,W,8.93,0.105,0.01,50000,35
2105,W,2.11,0.093,0.01,50000,10
2106,W,18.01,0.116,0.01,50000,78
2107,W,3.92,0.113,0.01,50000,22
2108,W,2.11,0.117,0.01,50000,9
2109,W,2.11,0.103,0.01,50000,9
2110,W,9.05,0.12,0.01,50000,53
2111,W,7.55,0.092,0.01,50000,31
2112,W,5.97,0.09,0.01,50000,28
2113,W,2.11,0.13,0.01,50000,9
2114,W,10.8,0.133,0.01,50000,70
2115,W,10.43,0.138,0.01,50000,74
