episode,outcome,reward,loss,epsilon,buffer,moves
1488,L,-1.99,0.121,0.01,50000,12
1489,L,-1.68,0.121,0.01,50000,20
1490,L,-1.98,0.162,0.01,50000,10
1491,L,-2.0,0.118,0.01,50000,11
1492,L,-2.0,0.111,0.01,50000,13
1493,L,-2.0,0.091,0.01,50000,13
1494,W,1.44,0.126,0.01,50000,10
1495,L,-1.76,0.12,0.01,50000,21
1496,L,-1.92,0.09,0.01,50000,10
1497,L,-2.0,0.092,0.01,50000,10
1498,L,-2.0,0.135,0.01,50000,10
1499,L,-1.89,0.159,0.01,50000,14
1500,W,1.69,0.145,0.01,50000,10
1501,L,-1.82,0.156,0.01,50000,18
1502,L,-1.97,0.158,0.01,50000,18
1503,W,1.24,0.193,0.01,50000,12
1504,L,-1.97,0.141,0.01,50000,12
1505,L,-2.0,0.134,0.01,50000,12
1506,L,-1.99,0.159,0.01,50000,10
1507,W,1.92,0.137,0.01,50000,13
1508,L,-1.98,0.145,0.01,50000,12
1509,L,-1.98,0.15,0.01,50000,11
1510,W,1.69,0.126,0.01,50000,10
1511,W,1.69,0.146,0.01,50000,10
1512,L,-1.47,0.105,0.01,50000,19
1513,L,-1.99,0.141,0.01,50000,9
1514,L,-2.0,0.14,0.01,50000,11
1515,L,-0.64,0.119,0.01,50000,24
1516,L,-1.76,0.119,0.01,50000,11
1517,L,-1.14,0.136,0.01,50000,20
1518,L,-0.74,0.154,0.01,50000,17
1519,L,-1.3,0.079,0.01,50000,21
1520,W,1.69,0.072,0.01,50000,19
1521,L,-1.98,0.14,0.01,50000,12
1522,W,1.69,0.192,0.01,50000,9
1523,L,-1.91,0.194,0.01,50000,9
1524,L,-1.74,0.179,0.01,50000,15
1525,L,-1.92,0.143,0.01,50000,9
1526,L,-1.92,0.154,0.01,50000,11
1527,L,-1.99,0.181,0.01,50000,9
1528,L,-1.89,0.113,0.01,50000,14
1529,L,-1.35,0.122,0.01,50000,21
1530,L,-1.99,0.107,0.01,50000,12
1531,L,-1.37,0.156,0.01,50000,15
1532,L,-1.97,0.125,0.01,50000,18
1533,L,-1.75,0.125,0.01,50000,16
1534,W,1.61,0.157,0.01,50000,12
1535,L,-1.21,0.143,0.01,50000,20
1536,L,-2.0,0.155,0.01,50000,10
1537,L,-1.31,0.117,0.01,50000,15
1538,L,-1.92,0.106,0.01,50000,9
1539,L,-1.76,0.15,0.01,50000,11
1540,L,-1.99,0.155,0.01,50000,12
1541,W,2.41,0.148,0.01,50000,11
1542,L,-1.66,0.149,0.01,50000,16
1543,L,-1.91,0.09,0.01,50000,9
1544,L,-1.99,0.112,0.01,50000,12
1545,L,-2.0,0.137,0.01,50000,9
1546,W,1.69,0.116,0.01,50000,11
1547,L,-1.98,0.085,0.01,50000,10
1548,W,1.7,0.126,0.01,50000,14
1549,L,-1.98,0.167,0.01,50000,10
1550,L,-1.97,0.12,0.01,50000,13
1551,L,-1.99,0.17,0.01,50000,12
1552,L,-1.82,0.123,0.01,50000,13
1553,L,-1.45,0.092,0.01,50000,22
1554,W,1.09,0.152,0.01,50000,12
1555,L,-2.0,0.16,0.01,50000,11
1556,L,-1.99,0.094,0.01,50000,10
1557,L,-1.31,0.144,0.01,50000,14
1558,L,-1.31,0.149,0.01,50000,10
1559,W,1.89,0.168,0.01,50000,9
1560,L,-1.98,0.116,0.01,50000,12
1561,L,-1.61,0.149,0.01,50000,17
1562,L,-1.98,0.13,0.01,50000,12
1563,W,1.9,0.104,0.01,50000,11
1564,L,-1.82,0.108,0.01,50000,12
1565,L,-1.99,0.186,0.01,50000,11
1566,L,-1.9,0.148,0.01,50000,10
1567,W,1.24,0.197,0.01,50000,10
1568,L,-1.9,0.151,0.01,50000,10
1569,W,1.69,0.1,0.01,50000,9
1570,L,-1.99,0.165,0.01,50000,12
1571,W,1.38,0.128,0.01,50000,17
1572,L,-1.2,0.139,0.01,50000,22
1573,L,-1.79,0.159,0.01,50000,10
1574,L,-1.97,0.112,0.01,50000,11
1575,W,1.25,0.15,0.01,50000,12
1576,L,-1.76,0.164,0.01,50000,13
1577,W,1.69,0.101,0.01,50000,9
1578,L,-1.91,0.11,0.01,50000,9
1579,L,-1.76,0.168,0.01,50000,12
1580,W,1.61,0.166,0.01,50000,9
1581,W,1.7,0.14,0.01,50000,15
1582,L,0.22,0.136,0.01,50000,40
1583,L,-1.31,0.136,0.01,50000,12
1584,L,-1.99,0.191,0.01,50000,10
1585,L,-2.0,0.138,0.01,50000,9
1586,L,-1.9,0.116,0.01,50000,14
1587,L,-1.92,0.145,0.01,50000,12
1588,W,1.69,0.116,0.01,50000,9
1589,L,-1.39,0.129,0.01,50000,10
1590,W,1.69,0.121,0.01,50000,12
1591,L,-1.91,0.108,0.01,50000,13
1592,L,-1.9,0.118,0.01,50000,14
1593,L,-1.92,0.139,0.01,50000,9
1594,L,-1.01,0.148,0.01,50000,20
1595,W,1.09,0.133,0.01,50000,11
1596,L,-1.91,0.12,0.01,50000,13
1597,L,-1.91,0.114,0.01,50000,12
1598,L,-1.91,0.141,0.01,50000,9
1599,L,-1.91,0.113,0.01,50000,13
1600,L,-0.74,0.174,0.01,50000,24
1601,W,1.24,0.122,0.01,50000,10
1602,W,1.61,0.162,0.01,50000,9
1603,L,-1.98,0.139,0.01,50000,14
1604,L,-1.91,0.128,0.01,50000,12
1605,L,-0.3,0.152,0.01,50000,17
1606,L,-1.82,0.119,0.01,50000,16
1607,L,-1.99,0.176,0.01,50000,9
1608,L,-1.91,0.126,0.01,50000,11
1609,L,-2.0,0.093,0.01,50000,11
1610,L,-2.0,0.14,0.01,50000,10
1611,W,1.23,0.163,0.01,50000,10
1612,L,-1.74,0.114,0.01,50000,15
1613,L,-1.22,0.159,0.01,50000,20
1614,L,-0.55,0.155,0.01,50000,18
1615,W,1.69,0.081,0.01,50000,9
1616,W,1.69,0.175,0.01,50000,9
1617,W,1.69,0.176,0.01,50000,9
1618,L,-1.76,0.134,0.01,50000,14
1619,L,-1.75,0.134,0.01,50000,16
1620,W,1.7,0.186,0.01,50000,11
1621,L,-1.99,0.142,0.01,50000,9
1622,L,-1.83,0.103,0.01,50000,16
1623,W,1.33,0.16,0.01,50000,17
1624,W,1.88,0.128,0.01,50000,17
1625,L,-1.3,0.107,0.01,50000,13
1626,L,-1.72,0.119,0.01,50000,25
1627,L,-1.31,0.158,0.01,50000,13
1628,L,-1.91,0.148,0.01,50000,15
1629,L,-1.76,0.129,0.01,50000,13
1630,W,1.69,0.18,0.01,50000,9
1631,L,-1.68,0.112,0.01,50000,14
1632,L,-0.68,0.142,0.01,50000,21
1633,W,1.61,0.168,0.01,50000,10
1634,L,-1.75,0.128,0.01,50000,15
1635,W,1.69,0.156,0.01,50000,12
1636,L,-1.67,0.216,0.01,50000,18
1637,L,-1.91,0.167,0.01,50000,11
1638,W,1.24,0.134,0.01,50000,9
1639,W,1.64,0.128,0.01,50000,15
1640,L,-1.28,0.136,0.01,50000,21
1641,L,-1.91,0.138,0.01,50000,11
1642,W,1.7,0.163,0.01,50000,18
1643,W,1.68,0.177,0.01,50000,9
1644,L,-1.76,0.145,0.01,50000,15
1645,W,1.78,0.132,0.01,50000,13
1646,L,-1.98,0.157,0.01,50000,11
1647,W,1.69,0.137,0.01,50000,9
1648,W,1.24,0.076,0.01,50000,9
1649,L,-1.91,0.189,0.01,50000,11
1650,L,-1.83,0.119,0.01,50000,14
1651,L,-1.99,0.12,0.01,50000,9
1652,L,-1.07,0.172,0.01,50000,21
1653,W,1.68,0.132,0.01,50000,9
1654,W,1.69,0.146,0.01,50000,9
1655,W,1.69,0.149,0.01,50000,9
1656,L,-1.31,0.211,0.01,50000,10
1657,W,5.29,0.148,0.01,50000,30
1658,L,-1.97,0.115,0.01,50000,11
1659,L,-2.0,0.137,0.01,50000,9
1660,L,-1.98,0.165,0.01,50000,14
1661,L,-1.98,0.1,0.01,50000,15
1662,L,-1.75,0.169,0.01,50000,16
1663,L,-1.91,0.139,0.01,50000,9
1664,W,1.69,0.151,0.01,50000,10
1665,L,-1.99,0.117,0.01,50000,9
1666,W,1.24,0.157,0.01,50000,10
1667,W,1.69,0.132,0.01,50000,9
1668,L,-1.75,0.147,0.01,50000,17
1669,L,-1.92,0.12,0.01,50000,13
1670,W,1.53,0.189,0.01,50000,13
1671,W,1.69,0.144,0.01,50000,12
1672,L,-1.98,0.144,0.01,50000,12
1673,L,-1.31,0.168,0.01,50000,11
1674,W,1.7,0.168,0.01,50000,12
1675,W,1.69,0.183,0.01,50000,9
1676,L,-1.08,0.174,0.01,50000,17
1677,L,-1.67,0.157,0.01,50000,18
1678,L,-1.76,0.175,0.01,50000,15
1679,W,1.93,0.175,0.01,50000,16
1680,W,2.41,0.15,0.01,50000,22
1681,L,-1.98,0.18,0.01,50000,15
1682,L,-1.74,0.209,0.01,50000,16
1683,L,-0.98,0.147,0.01,50000,27
1684,L,-1.5,0.149,0.01,50000,20
1685,W,1.69,0.147,0.01,50000,10
1686,L,-1.91,0.135,0.01,50000,13
1687,L,-1.89,0.122,0.01,50000,20
1688,W,1.89,0.177,0.01,50000,9
1689,L,-1.75,0.157,0.01,50000,13
1690,L,-1.9,0.162,0.01,50000,15
1691,W,1.68,0.165,0.01,50000,9
1692,W,1.69,0.166,0.01,50000,9
1693,L,-0.26,0.136,0.01,50000,18
1694,W,1.69,0.158,0.01,50000,9
1695,W,1.69,0.125,0.01,50000,10
1696,L,-1.76,0.208,0.01,50000,14
1697,W,1.69,0.152,0.01,50000,9
1698,L,-1.92,0.148,0.01,50000,9
1699,L,-1.73,0.142,0.01,50000,18
1700,L,-1.97,0.178,0.01,50000,10
1701,W,1.69,0.155,0.01,50000,9
1702,W,1.68,0.139,0.01,50000,10
1703,W,1.69,0.154,0.01,50000,9
1704,W,1.68,0.161,0.01,50000,9
1705,L,-0.31,0.169,0.01,50000,38
1706,W,1.68,0.128,0.01,50000,10
1707,L,-1.81,0.158,0.01,50000,20
1708,W,1.78,0.179,0.01,50000,15
1709,L,-1.96,0.12,0.01,50000,12
1710,L,-1.91,0.135,0.01,50000,9
1711,W,1.69,0.141,0.01,50000,10
1712,W,1.88,0.132,0.01,50000,10
1713,L,-2.0,0.155,0.01,50000,9
1714,L,-1.31,0.136,0.01,50000,17
1715,L,-1.88,0.15,0.01,50000,24
1716,L,-1.23,0.159,0.01,50000,17
1717,L,-1.97,0.146,0.01,50000,10
1718,W,1.25,0.132,0.01,50000,11
1719,L,-1.91,0.143,0.01,50000,9
1720,L,-1.99,0.154,0.01,50000,9
1721,L,-1.9,0.152,0.01,50000,13
1722,L,-1.69,0.163,0.01,50000,21
1723,L,-1.94,0.131,0.01,50000,19
1724,L,-1.99,0.124,0.01,50000,11
1725,W,1.77,0.142,0.01,50000,13
1726,W,1.92,0.141,0.01,50000,16
1727,W,2.49,0.142,0.01,50000,9
1728,L,-2.0,0.171,0.01,50000,9
1729,L,-1.28,0.191,0.01,50000,21
1730,W,2.09,0.153,0.01,50000,21
1731,L,-1.98,0.131,0.01,50000,9
1732,L,-1.98,0.146,0.01,50000,9
1733,W,4.48,0.134,0.01,50000,27
1734,L,-2.0,0.146,0.01,50000,12
1735,W,1.89,0.154,0.01,50000,10
1736,L,-1.92,0.141,0.01,50000,11
1737,W,1.61,0.166,0.01,50000,10
1738,L,-1.9,0.161,0.01,50000,13
1739,L,-1.88,0.145,0.01,50000,21
1740,W,1.44,0.18,0.01,50000,18
1741,L,-1.99,0.16,0.01,50000,9
1742,W,1.68,0.157,0.01,50000,11
1743,L,-1.92,0.166,0.01,50000,9
1744,W,1.7,0.165,0.01,50000,14
1745,W,1.68,0.168,0.01,50000,9
1746,L,-1.73,0.128,0.01,50000,17
1747,W,1.97,0.146,0.01,50000,17
1748,W,1.61,0.167,0.01,50000,9
1749,L,-1.76,0.202,0.01,50000,17
1750,W,1.24,0.141,0.01,50000,10
1751,L,-1.99,0.18,0.01,50000,12
1752,L,-1.99,0.161,0.01,50000,11
1753,L,-1.52,0.182,0.01,50000,18
1754,W,1.69,0.158,0.01,50000,12
1755,L,-1.97,0.145,0.01,50000,12
1756,L,-1.38,0.153,0.01,50000,14
1757,L,-1.91,0.154,0.01,50000,9
1758,W,1.69,0.143,0.01,50000,9
1759,L,-1.9,0.133,0.01,50000,13
1760,W,1.68,0.156,0.01,50000,10
1761,L,-1.99,0.141,0.01,50000,9
1762,W,1.24,0.176,0.01,50000,10
1763,W,1.24,0.132,0.01,50000,10
1764,L,-1.88,0.099,0.01,50000,17
1765,L,-1.99,0.184,0.01,50000,9
1766,L,-0.78,0.165,0.01,50000,23
1767,L,-1.73,0.188,0.01,50000,18
1768,L,-1.81,0.116,0.01,50000,18
1769,W,1.69,0.182,0.01,50000,10
1770,L,-2.0,0.191,0.01,50000,11
1771,W,1.69,0.177,0.01,50000,11
1772,W,1.69,0.151,0.01,50000,10
1773,L,-1.92,0.136,0.01,50000,12
1774,W,1.45,0.207,0.01,50000,11
1775,L,-0.9,0.214,0.01,50000,17
1776,W,1.69,0.186,0.01,50000,10
1777,L,-1.76,0.184,0.01,50000,15
1778,W,1.69,0.168,0.01,50000,11
1779,L,-1.91,0.187,0.01,50000,20
1780,W,1.7,0.187,0.01,50000,11
1781,W,1.69,0.191,0.01,50000,9
1782,W,1.24,0.133,0.01,50000,9
1783,L,-1.68,0.189,0.01,50000,18
1784,W,1.69,0.16,0.01,50000,10
1785,L,-1.83,0.152,0.01,50000,13
1786,W,1.69,0.173,0.01,50000,10
1787,W,1.69,0.181,0.01,50000,10
1788,W,1.69,0.152,0.01,50000,10
1789,L,-1.3,0.122,0.01,50000,12
1790,L,-1.76,0.125,0.01,50000,14
1791,W,1.61,0.155,0.01,50000,9
1792,W,1.69,0.164,0.01,50000,10
1793,L,-1.99,0.184,0.01,50000,9
1794,L,-1.9,0.183,0.01,50000,12
1795,W,1.68,0.148,0.01,50000,9
1796,L,-0.96,0.181,0.01,50000,15
1797,W,1.69,0.145,0.01,50000,9
1798,L,-1.96,0.194,0.01,50000,14
1799,L,-1.89,0.157,0.01,50000,14
1800,W,1.69,0.214,0.01,50000,10
1801,W,1.44,0.193,0.01,50000,9
1802,L,-1.76,0.169,0.01,50000,18
1803,L,-2.0,0.215,0.01,50000,11
1804,W,1.69,0.151,0.01,50000,9
1805,W,1.69,0.165,0.01,50000,11
1806,L,-1.88,0.124,0.01,50000,20
1807,W,1.69,0.14,0.01,50000,9
1808,W,1.68,0.106,0.01,50000,9
1809,W,1.69,0.135,0.01,50000,9
1810,W,1.69,0.229,0.01,50000,12
1811,W,1.24,0.139,0.01,50000,9
1812,W,1.69,0.179,0.01,50000,9
1813,W,1.69,0.149,0.01,50000,10
1814,L,-1.55,0.157,0.01,50000,19
1815,W,1.69,0.191,0.01,50000,9
1816,W,1.24,0.187,0.01,50000,11
1817,L,-1.11,0.21,0.01,50000,17
1818,L,-2.0,0.169,0.01,50000,12
1819,W,1.69,0.191,0.01,50000,10
1820,L,-2.0,0.154,0.01,50000,10
1821,L,-1.78,0.197,0.01,50000,15
1822,L,-1.99,0.136,0.01,50000,11
1823,W,1.69,0.146,0.01,50000,10
1824,L,-2.0,0.198,0.01,50000,9
1825,W,1.69,0.167,0.01,50000,9
1826,W,1.89,0.179,0.01,50000,9
1827,L,-1.89,0.16,0.01,50000,19
1828,L,-1.76,0.172,0.01,50000,14
1829,L,-1.99,0.129,0.01,50000,11
1830,L,-1.91,0.121,0.01,50000,13
1831,W,1.62,0.182,0.01,50000,11
1832,L,-1.99,0.149,0.01,50000,9
1833,L,-1.97,0.179,0.01,50000,12
1834,L,-1.97,0.2,0.01,50000,14
1835,L,-1.99,0.136,0.01,50000,11
1836,L,-1.91,0.114,0.01,50000,17
1837,L,-1.99,0.201,0.01,50000,9
1838,L,-0.86,0.159,0.01,50000,24
1839,W,1.69,0.198,0.01,50000,9
1840,L,-2.0,0.18,0.01,50000,9
1841,L,-1.99,0.204,0.01,50000,9
1842,W,1.69,0.185,0.01,50000,9
1843,L,-1.55,0.142,0.01,50000,14
1844,L,-1.99,0.115,0.01,50000,13
1845,L,-1.76,0.178,0.01,50000,14
1846,L,-1.72,0.209,0.01,50000,18
1847,W,1.68,0.162,0.01,50000,9
1848,W,1.68,0.197,0.01,50000,10
1849,W,2.51,0.186,0.01,50000,13
1850,W,1.24,0.159,0.01,50000,10
1851,L,-1.87,0.13,0.01,50000,22
1852,W,1.68,0.161,0.01,50000,9
1853,W,1.69,0.184,0.01,50000,11
1854,L,-1.08,0.136,0.01,50000,22
1855,L,-1.9,0.16,0.01,50000,12
1856,L,-1.91,0.163,0.01,50000,11
1857,W,1.69,0.215,0.01,50000,10
1858,L,-1.82,0.185,0.01,50000,13
1859,L,-1.99,0.203,0.01,50000,10
1860,L,-2.0,0.193,0.01,50000,9
1861,W,1.24,0.202,0.01,50000,10
1862,W,2.49,0.146,0.01,50000,12
1863,L,-1.98,0.231,0.01,50000,14
1864,L,-1.99,0.199,0.01,50000,11
1865,W,1.92,0.145,0.01,50000,16
1866,W,1.63,0.121,0.01,50000,11
1867,L,-1.98,0.222,0.01,50000,10
1868,L,-1.37,0.2,0.01,50000,17
1869,L,-1.91,0.203,0.01,50000,14
1870,L,-1.89,0.173,0.01,50000,17
1871,W,1.69,0.231,0.01,50000,10
1872,W,2.37,0.134,0.01,50000,19
1873,W,1.69,0.189,0.01,50000,9
1874,W,1.69,0.183,0.01,50000,10
1875,W,1.68,0.186,0.01,50000,9
1876,L,-1.91,0.138,0.01,50000,9
1877,W,1.61,0.176,0.01,50000,9
1878,L,-1.08,0.091,0.01,50000,17
1879,L,-1.22,0.135,0.01,50000,17
1880,W,1.97,0.162,0.01,50000,13
1881,W,1.69,0.151,0.01,50000,9
1882,W,1.88,0.221,0.01,50000,9
1883,W,2.49,0.12,0.01,50000,12
1884,W,3.29,0.148,0.01,50000,20
1885,W,1.69,0.186,0.01,50000,9
1886,L,-1.98,0.156,0.01,50000,14
1887,L,-1.99,0.208,0.01,50000,11
1888,L,-1.51,0.185,0.01,50000,20
1889,W,1.25,0.197,0.01,50000,11
1890,L,-2.0,0.194,0.01,50000,11
1891,L,-2.0,0.219,0.01,50000,12
1892,W,1.64,0.185,0.01,50000,16
1893,L,-1.82,0.185,0.01,50000,15
1894,W,1.1,0.168,0.01,50000,11
1895,W,1.7,0.149,0.01,50000,11
1896,W,1.7,0.146,0.01,50000,13
1897,L,-1.67,0.136,0.01,50000,15
1898,L,-1.91,0.163,0.01,50000,15
1899,W,1.68,0.16,0.01,50000,9
1900,W,1.92,0.195,0.01,50000,15
1901,L,-1.74,0.182,0.01,50000,18
1902,W,1.69,0.185,0.01,50000,9
1903,W,1.69,0.198,0.01,50000,9
1904,W,1.69,0.184,0.01,50000,9
1905,W,1.69,0.164,0.01,50000,10
1906,W,1.24,0.232,0.01,50000,10
1907,W,1.69,0.198,0.01,50000,10
1908,W,1.24,0.196,0.01,50000,10
1909,L,-1.99,0.194,0.01,50000,11
1910,L,-1.51,0.156,0.01,50000,20
1911,W,2.37,0.213,0.01,50000,15
1912,L,-1.22,0.163,0.01,50000,16
1913,L,0.19,0.218,0.01,50000,26
1914,L,-1.32,0.198,0.01,50000,14
1915,W,2.04,0.129,0.01,50000,25
1916,L,-0.27,0.129,0.01,50000,21
1917,W,1.69,0.231,0.01,50000,9
1918,L,-1.76,0.151,0.01,50000,16
1919,L,-0.62,0.146,0.01,50000,29
1920,W,1.69,0.172,0.01,50000,9
1921,L,-1.9,0.158,0.01,50000,14
1922,W,1.62,0.162,0.01,50000,12
1923,L,-1.88,0.21,0.01,50000,20
1924,L,-1.3,0.196,0.01,50000,15
1925,L,-2.0,0.183,0.01,50000,9
1926,L,-1.76,0.155,0.01,50000,15
1927,L,-1.11,0.185,0.01,50000,15
1928,W,1.92,0.231,0.01,50000,14
1929,L,-1.83,0.174,0.01,50000,13
1930,L,-1.91,0.173,0.01,50000,14
1931,W,1.69,0.171,0.01,50000,13
1932,W,1.69,0.161,0.01,50000,11
1933,L,-1.91,0.128,0.01,50000,9
1934,W,1.61,0.18,0.01,50000,10
1935,W,1.69,0.155,0.01,50000,9
1936,W,1.69,0.175,0.01,50000,9
1937,W,1.24,0.169,0.01,50000,9
1938,L,-1.91,0.15,0.01,50000,9
1939,W,1.69,0.193,0.01,50000,12
1940,L,-1.91,0.152,0.01,50000,9
1941,W,1.45,0.18,0.01,50000,11
1942,L,-2.0,0.183,0.01,50000,11
1943,L,-1.91,0.233,0.01,50000,9
1944,L,-2.0,0.188,0.01,50000,13
1945,W,1.29,0.188,0.01,50000,10
1946,L,-1.91,0.233,0.01,50000,13
1947,L,-1.11,0.134,0.01,50000,16
1948,W,1.69,0.182,0.01,50000,9
1949,L,-0.65,0.202,0.01,50000,28
1950,L,-1.98,0.218,0.01,50000,10
1951,L,-1.99,0.209,0.01,50000,10
1952,W,1.25,0.198,0.01,50000,12
1953,W,1.7,0.125,0.01,50000,12
1954,L,-1.99,0.202,0.01,50000,11
1955,L,-1.76,0.189,0.01,50000,13
1956,W,1.69,0.218,0.01,50000,9
1957,L,-1.91,0.147,0.01,50000,13
1958,W,1.7,0.172,0.01,50000,13
1959,W,1.62,0.16,0.01,50000,13
1960,L,-2.0,0.246,0.01,50000,10
1961,W,1.24,0.158,0.01,50000,10
1962,L,-1.98,0.136,0.01,50000,12
1963,W,1.68,0.176,0.01,50000,9
1964,L,-1.99,0.187,0.01,50000,15
1965,L,-1.99,0.145,0.01,50000,13
1966,W,1.44,0.167,0.01,50000,10
1967,L,-0.97,0.179,0.01,50000,44
1968,W,1.69,0.186,0.01,50000,10
1969,L,-1.98,0.172,0.01,50000,13
1970,L,-1.92,0.214,0.01,50000,13
1971,L,-1.33,0.151,0.01,50000,18
1972,W,1.24,0.2,0.01,50000,15
1973,W,1.61,0.156,0.01,50000,9
1974,L,-1.9,0.189,0.01,50000,10
1975,L,-1.74,0.164,0.01,50000,17
1976,L,-1.9,0.188,0.01,50000,12
1977,L,-1.99,0.153,0.01,50000,9
1978,L,-2.0,0.196,0.01,50000,11
1979,W,1.69,0.218,0.01,50000,10
1980,L,-1.37,0.17,0.01,50000,20
1981,L,-1.9,0.184,0.01,50000,15
1982,L,-1.39,0.176,0.01,50000,12
1983,L,-1.65,0.156,0.01,50000,26
1984,W,1.62,0.217,0.01,50000,13
1985,W,1.7,0.174,0.01,50000,11
1986,L,-2.0,0.169,0.01,50000,9
1987,W,1.68,0.15,0.01,50000,10
1988,W,1.69,0.169,0.01,50000,10
1989,L,-1.82,0.157,0.01,50000,13
1990,W,1.81,0.174,0.01,50000,10
1991,L,-1.91,0.228,0.01,50000,9
1992,W,1.7,0.135,0.01,50000,11
1993,W,1.76,0.191,0.01,50000,14
1994,W,1.72,0.178,0.01,50000,15
1995,L,-1.81,0.251,0.01,50000,17
1996,L,-1.16,0.186,0.01,50000,16
1997,L,-1.91,0.139,0.01,50000,14
1998,W,1.69,0.199,0.01,50000,9
1999,W,1.24,0.205,0.01,50000,9
2000,W,1.33,0.187,0.01,50000,13
2001,W,2.08,0.136,0.01,50000,16
2002,L,-0.38,0.187,0.01,50000,16
2003,W,2.08,0.16,0.01,50000,18
2004,W,2.18,0.234,0.01,50000,14
2005,L,-1.33,0.168,0.01,50000,25
2006,W,1.69,0.19,0.01,50000,10
2007,W,1.25,0.162,0.01,50000,15
2008,L,-1.14,0.195,0.01,50000,24
2009,L,-1.55,0.172,0.01,50000,18
2010,W,1.7,0.14,0.01,50000,12
2011,L,-2.0,0.188,0.01,50000,11
2012,L,-1.97,0.153,0.01,50000,16
2013,L,-1.19,0.17,0.01,50000,10
2014,W,1.24,0.167,0.01,50000,13
2015,W,1.98,0.171,0.01,50000,14
2016,W,1.61,0.161,0.01,50000,10
2017,W,1.61,0.172,0.01,50000,10
2018,W,1.9,0.133,0.01,50000,12
2019,L,-1.78,0.191,0.01,50000,14
2020,L,-1.0,0.204,0.01,50000,38
2021,W,2.13,0.177,0.01,50000,18
2022,L,-1.56,0.201,0.01,50000,14
2023,L,-0.74,0.156,0.01,50000,21
2024,L,-1.76,0.134,0.01,50000,12
2025,L,-1.78,0.17,0.01,50000,18
2026,L,-1.78,0.182,0.01,50000,14
2027,L,-2.0,0.189,0.01,50000,10
2028,L,-2.0,0.162,0.01,50000,10
2029,W,1.9,0.251,0.01,50000,12
2030,W,1.9,0.166,0.01,50000,12
2031,L,-2.0,0.179,0.01,50000,11
2032,L,-1.58,0.175,0.01,50000,18
2033,W,2.18,0.252,0.01,50000,13
2034,W,1.9,0.188,0.01,50000,12
2035,W,1.69,0.193,0.01,50000,11
2036,W,1.24,0.187,0.01,50000,13
2037,W,2.07,0.169,0.01,50000,18
2038,W,2.07,0.162,0.01,50000,18
2039,W,1.61,0.143,0.01,50000,10
2040,W,5.93,0.213,0.01,50000,61
2041,W,2.62,0.201,0.01,50000,14
2042,L,-2.0,0.151,0.01,50000,10
2043,W,1.25,0.203,0.01,50000,13
2044,W,1.98,0.231,0.01,50000,14
2045,L,-1.9,0.168,0.01,50000,12
2046,W,1.89,0.201,0.01,50000,12
2047,W,1.85,0.191,0.01,50000,27
2048,L,-1.9,0.202,0.01,50000,12
2049,L,-1.9,0.167,0.01,50000,12
2050,L,-1.9,0.162,0.01,50000,13
2051,L,-1.83,0.189,0.01,50000,13
2052,L,-1.91,0.151,0.01,50000,12
2053,L,-1.7,0.166,0.01,50000,13
2054,W,1.61,0.162,0.01,50000,11
2055,W,1.24,0.203,0.01,50000,9
2056,L,-0.17,0.216,0.01,50000,29
2057,W,2.45,0.185,0.01,50000,16
2058,W,2.1,0.152,0.01,50000,13
2059,W,5.69,0.189,0.01,50000,33
2060,W,1.9,0.202,0.01,50000,14
2061,W,1.9,0.165,0.01,50000,12
2062,W,1.62,0.135,0.01,50000,17
2063,W,1.62,0.165,0.01,50000,17
2064,W,1.62,0.16,0.01,50000,17
2065,W,2.08,0.204,0.01,50000,16
2066,W,1.24,0.148,0.01,50000,11
2067,W,1.24,0.135,0.01,50000,11
2068,W,1.24,0.198,0.01,50000,11
2069,W,1.98,0.176,0.01,50000,14
2070,W,1.24,0.182,0.01,50000,9
2071,W,1.24,0.169,0.01,50000,9
2072,W,1.9,0.193,0.01,50000,12
2073,W,1.24,0.181,0.01,50000,9
2074,W,1.98,0.154,0.01,50000,14
2075,W,1.24,0.178,0.01,50000,11
2076,L,-1.02,0.176,0.01,50000,27
2077,W,1.44,0.18,0.01,50000,13
2078,W,1.24,0.153,0.01,50000,13
2079,W,2.61,0.21,0.01,50000,20
2080,L,1.1,0.144,0.01,50000,22
2081,W,3.3,0.152,0.01,50000,15
2082,W,1.69,0.173,0.01,50000,12
2083,W,2.45,0.183,0.01,50000,16
2084,W,1.69,0.15,0.01,50000,10
2085,W,3.94,0.181,0.01,50000,49
2086,W,2.61,0.178,0.01,50000,24
2087,W,3.4,0.151,0.01,50000,21
2088,W,3.32,0.176,0.01,50000,19
2089,W,2.58,0.133,0.01,50000,33
2090,W,1.69,0.218,0.01,50000,9
2091,W,2.53,0.17,0.01,50000,28
2092,L,-1.92,0.208,0.01,50000,12
2093,W,1.68,0.188,0.01,50000,9
2094,W,2.53,0.137,0.01,50000,20
2095,W,3.04,0.177,0.01,50000,15
2096,W,1.02,0.207,0.01,50000,9
2097,W,3.32,0.185,0.01,50000,19
2098,W,1.62,0.153,0.01,50000,14
2099,W,3.16,0.166,0.01,50000,33
2100,W,1.61,0.163,0.01,50000,12
2101,L,-1.58,0.17,0.01,50000,12
2102,W,2.75,0.194,0.01,50000,27
2103,L,-0.39,0.161,0.01,50000,16
2104,W,1.62,0.196,0.01,50000,14
2105,W,1.61,0.159,0.01,50000,10
2106,W,2.1,0.174,0.01,50000,13
